	Manufacturer	Model	Application(s)	Thrust (dry) [lbf]	Thrust (wet) [lbf]	SFC (dry) [lb/lbf hr]	SFC (wet) [lb/lbf hr]	Airflow (static) [lb/s]	OPR (static)	FPR (static)	BPR (static)	Thrust (cruise) [lbf]	SFC (cruise) [lb/lbf hr]	Cruise Speed [Mach]	Cruise Altitude [ft]	TIT [K]	Number Spools	Fan Stages	LPC Stages	HPC Stages	HPT Stages	IPT Stages	LPT Stages	Fan Diameter [in]	Length [in]	Width/Diameter [in]	Dry Weight [lb]
1051	Armstrong Siddeley	Viper 11 Mk.22/1	MB.326D	2,500													1			7	1						
1052	Rolls-Royce	Viper Mk.601-22	HS 125-600A/B	3,750		0.95		58	5.8								1			8	2						830
1053	BMW/Rolls-Royce	BR710A1-10	G550	14,750		0.39		435	25.7		4.2						2	1		10	2		2	48	87	52.9	3,520
1054	BMW/Rolls-Royce	BR710A2-20	"Global Express,
  Global Express XRS, Global 5000/6000"	14,750		0.39		435	25.7		4.2						2	1		10	2		2	48	87	52.9	3,520
1055	BMW/Rolls-Royce	BR710C4-11	G550	15,370		0.39		435	25.7		4.2						2	1		10	2		2	48	87	52.9	3,520
1056	BMW/Rolls-Royce	BR710D5-21		15,240													2	1	3B	10	2		4				
1057	BMW/Rolls-Royce	BR710-48	Tu-334-120	16,000													2	1		10	2		2	48			
1058	BMW/Rolls-Royce	BR710-??	ARJ 21														2	1		10	2		2				
1059	BMW/Rolls-Royce	BR710-??	"SL-200/-300 (not
  produced)"														2	1		10	2		2				
1060	BMW/Rolls-Royce	BR715A1-30	717-200	18,710		0.37		614	32.1		4.7						2	1	2B	10	2		3	56	93	60.2	4,597
1061	BMW/Rolls-Royce	BR715B1-30	717-200 (option)	20,160													2	1	2B	10	2		3	56			
1062	BMW/Rolls-Royce	BR715C1-30	717-200 HGW	21,430				689	32.6		5						2	1	2B	10	2		3	56	93	60.2	4,597
1063	BMW/Rolls-Royce	BR715-55	"Tu-354 (not
  produced)"	20,000													2	1	2B	10	2		3	56			
1064	BMW/Rolls-Royce	BR715-??	"RRJ, N-2130-100/-200
  (candidate engine), A316/A317 (A31X) (not produced)"														2	1	2B	10	2		3	56			
1065	BMW/Rolls-Royce	BR725A1-12	G650, G650ER	16,900													2	1	3B	10	2		4				
1066	Rolls-Royce/JAEC	RJ500	(cancelled)	20,000													2	1		9	3		2		101		4116
1067	Rolls-Royce/Snecma	M45F	"Technology
  demonstrator"														2	1	5B	7	1		3				
1068	Rolls-Royce/Snecma	M45H-C	"Technology
  demonstrator"	8,245													2	1	5B	7	1		3				
1069	Rolls-Royce/Snecma	M45H-D Mk.501	"VFW 614 (not
  produced)"	7,260		0.451		233	18.8	1.6	2.85	2,745	0.725	0.65	20,000		2	1	5B	7	1		3	41.7	116.5	41.8	1,560
1070	Rolls-Royce/Snecma	M45H-E1	(cancelled)	9,250													2	1	6B	7	1		3				
1071	Rolls-Royce/Snecma	M45H-E2	(cancelled)	9,600													2	2	6B	7	1		3				
1072	Rolls-Royce/Snecma	Olympus 593	"Technology
  demonstrator"	20,000	30,610												2		7	7	1		1				
1073	Rolls-Royce/Snecma	Olympus 593-22R	Concorde prototype	34,650	37,180												2		7	7	1		1				
1074	Rolls-Royce/Snecma	Olympus 593 Mk.601	Concorde														2		7	7	1		1				
1075	Rolls-Royce/Snecma	"Olympus 593
  Mk.610-14-28"	Concorde	31,350	37,080	1.39		410	15.5				1.195				2		7	7	1		1		148.4	47.75	6,510
1076	PowerJet	SaM146-1S17	SSJ100/95, Il-214 (candidate engine)	15,400													2	1	3	6	1		3		141		
1077	PowerJet	SaM146-1S18	SSJ100/95LR	16,100					28		4.4						2	1	3	6	1		3		141		4,980
1078	Shenyang Liming	WP-9	Y-10 (not produced)														2	2	6B	7	1		3				
1079	Shenyang Liming	WS-8	Y-10 (not produced)														2	2	6B	7	1		3				
1080	Shenyang Liming	WS-13A	ARJ21 (proposed)	22,500																							
1081	Shenyang Liming	WS-20	"C919, C929
  (proposed)"	13,800																							
1082	Snecma/PWC	SPW14	(cancelled)	14,000													2	1G		4 + 1C	2		3				
1083	Snecma	Silvercrest 2C	Citation Hemisphere	12,000					38.5		5.9						2	1	4	4 + 1C	1		4	42.5	74		2,290
1084	Snecma	Silvercrest 2D	"Falcon 5X (not
  produced)"	11,450													2	1	4	4 + 1C	1		4	42.5	74		2290
1085	Solovyev	D-20		11,905													2	3		8	1		2				
1086	Solovyev	D-20P	Tu-124K/K2/V	11,905		0.62		249	13.6	2.6	1						2	3		8	1		2		130	38.3	3,236
1087	Solovyev	D-30-1	Tu-134/K/LK	14,990		0.6		280	18.6	2.65	1						2	4		10	2		2		156.8	41.3	3,417
1088	Solovyev	D-30-2	Tu-134A/AK/AN/B/B-1	14,990						2.65	1						2	4		10	2		2				
1089	Solovyev	D-30-3	Tu-134A-3/B-3/BW	14,990		0.608		280	17.7	2.65	1						2	5		10	2		2		156.8	41.3	3,417
1090	Solovyev	D-30KP	Il-76T	26,460		0.481		640	18.4		2.42						2	3		11	2		4				
1091	Solovyev	D-30KP-2	Il-76TD/MDP/LL	26,460							2.42						2	3		11	2		4				
1092	Solovyev	D-30KPV	A-40	26,460													2	3		11	2		4				
1093	Solovyev (Perm Aviadvigatel)	D-30KU	Il-62M	24,250		0.495		593	17.4		2.35						2	3		11	2		2		224	61.4	5,882
1094	Solovyev (Perm Aviadvigatel)	D-30KU-2	Il-62M	23,850				593			2.35						2	3		11	2		2				
1095	Solovyev (Perm Aviadvigatel)	D-30KU-90		26,455							2.44						2	3		11	2		2		224.4	61.4	5,291
1096	Solovyev (Perm Aviadvigatel)	D-30KU-154-2	Tu-154M														2	3		11	2		2				
1097	Solovyev (Perm Aviadvigatel)	D-30U-154	Tu-154M	14,990		0.6		280	18.6	2.65	1						2	4		10	2		2		156.8	41.3	3,417
1098	Solovyev	PS-7		17,000								3,417	0.62	0.8	36,000									47.6			2,976
1099	Solovyev	PS-9	"Il-214-100, Il-214T
  (candidate engine)"	22,000								4,630	0.59	0.8	36,000									56.5			3,858
1100	Solovyev	PS-12	"MS-21-100/200/300,
  MS-21K, MS-12KP (candidate engine)"	29,762				1193	40.2		8.39	5,665	0.549	0.8	36,000									73.6			5,400
1101	Solovyev	PS-12M		32,740								6,062	0.553	0.8	36,000									73.6			5,400
1102	Solovyev (Perm Aviadvigatel)	PS-90A	"Il-96-300,
  Tu-204-100/-100C/-200/-200C, Tu-214, Tu-330, Tu-134D
  (proposed), Tu-154M2 (not produced)"	35,250							4.8						2	1	2B	13	2		4				
1103	Solovyev (Perm Aviadvigatel)	PS-90A-154	Tu-154M-2 (proposed)														2	1	2B	13	2		4				
1104	Solovyev (Perm Aviadvigatel)	PS-90A2	"Il-96-300, Il-76TF,
  Tu-204-500/600 (proposed)"														2	1	2B	13	2		4				
1105	Solovyev (Perm Aviadvigatel)	PS-90A10		20,283				582	23.1		3.76						2	1		12	2		2	55.1	168.5		4,180
1106	Solovyev (Perm Aviadvigatel)	PS-90A12	Yak-242	26,455				816	25.3		5.05						2	1		13	2		3	65.8	188.2		5,071
1107	Solovyev (Perm Aviadvigatel)	PS-90AN-76	Il-76TF	35,275				1036	35.5		4.6						2	1	2B	13	2		4	74.8	195.4		6,503
1108	Solovyev (Perm Aviadvigatel)	PS-90AP	Tu-234														2	1		??	??		??				
1109	Solovyev (Perm Aviadvigatel)	PS-90A-??	"Il-214, RRJ
  (candidate engine)"														2	1	2B	13	2		4				
1110	Soyuz	R123-300	(cancelled)	3,100							6						2	1		2 + 1C	1		1				
1111	Soyuz	R126-300	Tu-324	8,818													2	1		5 + 1C	2		3				
1112	Soyuz	R127-300	(cancelled)	1,985				68									2	1		2C	2		2				
1113	Turbomeca	Aspin I	DH-11	440		0.54											1	1G		1C	2					23.8	279
1114	Turbomeca	Aspin II	A1 (not produced)	792		0.52		6.6	3.8								1	1G		1C	2					23.8	320
1115	Turbomeca	Astafan I	(cancelled)	1,365													1	1		2 + 1C	3						
1116	Turbomeca	Astafan II	(cancelled)	1,570	1685	0.38			8.5		1						1	1		2 + 1C	3						
1117	Turbomeca	Astafan IIA	(cancelled)	1,540		0.38			8.5		1						1	1		2 + 1C	3						
1118	Turbomeca	Astafan IIB4	(cancelled)	1,700													1	1		2 + 1C	3						
1119	Turbomeca	Astafan IIG	(cancelled)	1,543		0.38											1	1		2 + 1C	3						
1120	Turbomeca	Astafan III	(cancelled)	1,760		1895											1	1		2 + 1C	3						
1121	Turbomeca	Astafan IV	(cancelled)														1	1		2 + 1C	4						
1122	Turbomeca	Astafan IVF6	(cancelled)	2,358													1	1		2 + 1C	4						
1123	Turbomeca	Marbore IIA	"Noratlas N-2502,
  YT-33"	882													1			1C	1						
1124	Turbomeca	Marbore VIC	"MS.760C (not
  produced)"	1,060		1.11		21	3.8								1			1C	1				55.8		370
1125	Turbomeca	Marbore VIF	"CM.191 (not
  produced)"	1,058		1.11		21	3.8								1			1C	1						
1126	Turbomeca	Palas	Sparrowjet, SB.4	350		1.1		6.8	4							1123	1			1C	1				47	16.1	159
1127	Turbomeca/Snecma	Larzac 49-01	Falcon 10, Corvette	2,300		0.61		57	9	2	1.4						2	2		4	1		1				
1128	Williams	EJ22-1	"Eclipse 500
  (prototype)"	700													2								41	14.5	85
1129	Williams	FJ22-1	(see EJ22-1)																								
1130	Williams	FJ33-1	"FJ-100, Leopard Six
  (not produced)"	1,200													2	1	3B	1C	1		2				
1131	Williams	FJ33-2		1,200													2	1	3B	1C	1		2				
1132	Williams	FJ33-3	"The-Jet (not
  produced)"	1,200													2	1	3B	1C	1		2				
1133	Williams	FJ33-4	"S-26 Safire
  (candidate engine)"	1,200													2	1	3B	1C	1		2				
1134	Williams	FJ33-4-17M		1,200													2	1	3B	1C	1		2				
1135	Williams	FJ33-4-18M		1,200													2	1	3B	1C	1		2				
1136	Williams	FJ33-4-19J	"Javelin MK-10 (not
  produced)"	1,200													2	1	3B	1C	1		2				
1137	Williams	FJ33-4A-11	A700 (not produced)	1,900													2	1	3B	1C	1		2				
1138	Williams	FJ33-4A-15	D-JET (candidate)	1,568													2	1	3B	1C	1		2		47.8	32.7	293
1139	Williams	FJ33-4A-19	"Vision SF50, D-JET,
  S-33, Sport Jet II (prototype)"	1,900													2	1	3B	1C	1		2				
1140	Williams	FJ33-5A	LAR01	1,846													2	1	3B	1C	1		2		42.7	25.1	319
1141	Williams	FJ33-??	MC-2400 Legend, A700	1,100													2	1	3B	1C	1		2				
1142	Williams	FJ33-??	"Citation Mustang,
  ProJet (candidate engine)"	1,350													2	1	3B	1C	1		2				
1143	Williams	FJ33-??	"Eclipse 700 (not
  produced)"	1,200													2	1	3B	1C	1		2				
1144	Williams/Rolls-Royce	FJ44-1A	Citation CJ/CJ1, SigmaJet, MagnaJet (not produced)	1,900		0.456		63	12.8		3.28						2	1	1B	1C	1		2		53.4	29.6	460
1145	Williams/Rolls-Royce	FJ44-1AP	Citation CJ1+	1,965													2	1	1B	1C	1		2		57.9	31.1	468
1146	Williams/Rolls-Royce	FJ44-1AP-21	Citation M2	1,965													2	1	1B	1C	1		2				460
1147	Williams/Rolls-Royce	FJ44-1C	SK60	1,500		0.46		58	10.3		3.4						2	1	1B	1C	1		2				447
1148	Williams/Rolls-Royce	FJ44-2A	"Premier I, SJ30-2,
  SJ30i, Citation Eagle II, NauticAir 450 (candidate
  engine)"	2,300													2	1	3B	1C	1		2		59.8	29.6	530
1149	Williams/Rolls-Royce	FJ44-2C	"Citation CJ2, Spirit
  Wing Learjet 25D"	2,400													2	1	3B	1C	1		2		59.8	29.6	520
1150	Williams/Rolls-Royce	FJ44-3A	Citation CJ3/CJ3+	2,820													2	1	3B	1C	1		2		62.4	31.1	535
1151	Williams/Rolls-Royce	FJ44-3A-24	Citation CJ2+	2,490													2	1	3B	1C	1		2		62.4	31.1	535
1152	Williams/Rolls-Royce	FJ44-3AP		3,052													2	1	3B	1C	1		2		62.4	31.6	516
1153	Williams/Rolls-Royce	FJ44-3AP-25	"Hawker 200, SJ30x,
  400XT"	2,490													2	1	3B	1C	1		2				
1154	Williams/Rolls-Royce	FJ44-4A	Citation CJ4, PC-24	3,621													2	1	3B	1C	1		2		68.6	32.3	670
1155	Williams/Rolls-Royce	FJ44-4A-32	Hawker 400XPR	3,230													2	1	3B	1C	1		2		68.6	32.3	670
1156	Williams/Rolls-Royce	FJ44-4A-QPM		3,616													2	1	3B	1C	1		2		68.6	32.3	670
1157	Williams/Rolls-Royce	FJ44-4M		3,793													2	1	3B	1C	1		2		65.8	32.3	670
1158	Williams/Rolls-Royce	FJ44-4M-34		3,421													2	1	3B	1C	1		2		65.8	32.3	670
1159	Williams	FJX-1	V-Jet II	540													2										
